"","ADM","CD40LG","GDF15","PGF","SELE","EGF","SRC","IL1RN","IL6","CSTB","KLK6","LGALS3","F2R","KLK11","TEK","F3","TNFRSF1A","PDGFB","IL27","OLR1","TNFRSF10B","IL6R","TNFRSF1B","MMP3","HSPB1","PRL","MPO","GH1","RETN","FAS","PAPPA","PTX3","REN","CHI3L1","IL1RL1","HAVCR1","XPNPEP2","SELPLG","MB","THBD","IL16","PLAUR","CTSD","AGER","MMP7","CXCL16","DKK1","SIRT2","GAL","AGRP","PLAT","HBEGF","ESM1","VEGFD","MMP12","SPON1","CTSL","FABP4","NPPB","LEP","MUC16","IKBKG","FST","PECAM1","NT-pro-BNP","RNASE3","CXCL8","VEGFA","BDNF","CCL7","GDNF","CDCP1","CD244","IL7","TNFRSF11B","TGFB1","PLAU","IL17C","CCL2","IL17A","CXCL11","AXIN1","TNFSF10","CXCL9","CST5","OSM","CXCL1","CCL4","CD6","KITLG","IL18","SLAMF1","TGFA","CCL13","CCL11","TNFSF14","FGF23","IL10RA","FGF5","MMP1","LIFR","FGF21","CCL19","IL15RA","IL10RB","IL18R1","CD274","NGF","CXCL5","TNFSF11","HGF","IL12B","MMP10","IL10","CCL23","CD5","CCL3","FLT3LG","CXCL6","CXCL10","EIF4EBP1","CCL28","DNER","S100A12","CD40","FGF19","CCL8","CASP8","CCL25","CX3CL1","TNFRSF9","NTF3","TNFSF12","CCL20","SULT1A1","STAMBP","ADA","LTA","CSF1","RNY4-3p","RNY4-5p","RNY5-5p"
"miR-143-3p",0,0,0,0,0,0,0.191357495068061,0,-0.0468085312665621,0.0240321210767669,0,0.0331671378603333,0.149808955714088,0,0,0,-0.0410527499815319,0.27380786400794,0.0308255980553149,0,0.00863167710139494,0.00795322171287187,-0.00785034874280053,0,0,0,0,0,0,0.0694856720432025,0.062914916843666,0,0,-0.0462668394429212,0.0272019641787568,0,0,0,-0.0308443880306657,0,0.00183472526439169,0.0478576811231362,0.000761723292988657,0,0,0,0,0.290000704409579,0,0,-0.0796144125460068,0.0711667742442808,0.0979871474852625,0.117342752573519,0,0.0204837758000734,0,-0.054081667410401,0,-0.100244775893509,0,0,0.0955695897890987,0.0458484407452123,0,0,0,-0.137057941162668,0.00297717625596837,-0.0452289316522893,0,-0.0632389919272606,-0.00742448553433588,0,0,0,-0.0377928179566272,0.00797762323186052,0,0,0,0,0,-0.0592448780800869,0,0,0,-0.0388531645793351,0,-0.079468597189346,-0.0613642843408895,-0.0789265387365983,-0.0941456271137117,0,0,0,-0.0800301085760282,-0.0295541374859388,0.0427941875750125,0,-0.154953977001242,0,0,-0.0669014530702337,-0.0800317387565381,0,0,0,0,0.00544767716866133,-0.173990667302381,-0.0225203002517943,0,0,0,0,0,0,0,0,0,0,-0.0532999529564226,0,-0.08102880863577,-0.0442797352003421,0,0.060986882421333,0,-0.0566086187986756,0,0,0,0,0,0.155998493713209,0,0,-0.102681295162972,0,0,0
"miR-145-5p",0,0,-0.100027524308563,0,0,0.326974114108508,0.369879346060866,-0.0782447968074548,0,0,-0.0396416966505456,0,0.0754986292757057,0,0,0,-0.119982733815912,0,0,-0.00307100242021726,-0.0602079663997518,0,0,-0.0787438893975814,0,0,0.013584378822344,0.0802995962643816,-0.0144572117120394,-0.0596661459241372,0.0175064402024497,0.0164848773517504,0,0,0,0,0.0234349748621051,0.0279617974952193,-0.102954899258285,-0.0476696485811596,-0.00589370263039041,-0.0456199970622434,-0.00594097786112099,0.0426769209015893,0,0,0,0,0,0,-0.14519518921761,0.0187076067304828,0,0.0160381434750915,-0.06429542918016,-0.043704964122304,0,0,-0.0174058876592374,-0.0532989187957394,0,0,0,0.0170587221856909,0,0,-0.0632406166817902,-0.134284477800032,0.0634337457714597,0,-0.00232860049131491,-0.0751931849537441,0,0,-0.153437724364298,0,0,0,0,0.0203863465866467,0,0,0,0,0,0,0.257067689893705,0,0.0131444017203722,-0.0234202865822771,-0.073135210935044,-0.187628923111559,-0.0791971653394138,0,-0.101987344309195,-0.0032154020814143,0,-0.0525031491858771,0.0289342259620897,0,0,0,0,0,0,-0.0321066597844455,-0.120255059736673,-0.0290722077241035,0,0,-0.195273643792891,0,-0.0915674029819603,0.0160546129167731,0,0,0,-0.0665244863387453,0,0,0.0208035896914944,-0.120952347940207,0,0,-0.11098988670418,0,-0.0693347456987262,0.159588692952795,-0.0814169562095801,0,0,0.0386502450061772,0.0143707263534615,-0.0845463019272507,0.233661855624739,0.392884108246722,0,0,-0.140851359124274,0,0,0
"miR-150-5p",0,0,0,-0.097562691589093,0,0.195313454513506,0.250151006181644,0,-0.0297283124235531,0,0,0,-0.0301396326705992,-0.026383697098073,0.0278146522670833,0,0,0,0,0,0,0.0562336724566097,-0.0942216798202203,0,0,0,0,0,0,0,-0.0635423494724446,0,0,0,-0.00357833171116087,0,0.0583571728325393,0,0,-0.0195487798014131,0,0.0203044971013677,0.075536209223183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357372430664139,0,0,0.128452378827835,0,0,0,0.0532749808839902,0,0,0,0.0201006387561484,-0.0220477381904796,0,-0.0040618576558843,0,0.0999902017579865,0.153706789924318,0,0,0,0,0,0,0,0,0,-0.0131146294788777,0,-0.00569104547070686,0,0,0,-0.0942036620371832,0.0256936160077535,0,0.021860718761969,0,0,0.193417297346272,0,0.0608655984489935,0,0,0.0453103485909064,0,0,0.0600419485082062,0,0,-0.108889184799992,0,0,0.0241716281349226,0,0,0.0474879263693858,0.036134016824623,0,0,0,0,0.0899035894169377,0,0,0,0,0,0,0,0,0.134803546765611,0,0,0.0307877580661325,0,0,0,0.141953972409848,0,0,0,0,0,0,0
"miR-191-5p",0,0,0,0,0,0.423979026614153,0,0,0,0,0,0,0,0,0,0,0,0.424461388405745,0,0,-0.0290889385226379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394471045937453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129684280393769,0,-0.0966162431858461,0,0,0,0.00688845585197001,0,0,0,0,0,0,0,-0.087016625780599,0.0172723176295278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042399189645918,0,0,0,0,0,0.0750028828452859,0,0,0,0,-0.0758751151422135,0,0,0,0,0,-0.0351161443454363,0,0,-0.00181773691153921,-0.180948648288757,0,0,0,0,0,0,0,0.0953300308739002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"miR-192-5p",0,0,0,0,0,-0.00326701128119542,0,0,0,0,0,0,0,0,0.0357144756977796,0,0,0,0,0,0,0,0,0,0,0,0.0745060036989707,0,0,0,0.0259333945589356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00374878361310615,0,0,0,0,0,0,0,0.00514741397227284,0,0,0.00755962086453172,0,0,0,0,0.0397543214380484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102749017000906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044704537428442,0,0,0,0.0204185343837994,0,0,0,0,0,0,0
"miR-197-3p",0,0,0,0,0,0,0,0.0319215914129648,0,-0.036000302698755,0,-0.0470119995003068,0,0,-0.0407533938639325,0,-0.117537720657783,0.416818244841423,0,0,-0.0604216058271913,-0.0311141373360039,0,0,0,0,0.0493682107277537,0,0,-0.077722795893181,0.0194533512865251,-0.063700351935646,0.00863540861586361,0,0,-0.0498419926226616,0.0488672690519476,-0.0204869915038431,-0.167617891212401,-0.0846094499668473,0,0,0,-0.0286274258799885,0,0,0,0,0,0,0,0,-0.00257782995880277,-0.0388411922898989,0,0,-0.00210627883703276,0,0,0.0458430743760356,0,0,0,0,0,0,0,0,-0.00486732556793655,0,-0.0652207684777417,0.0493736160626648,0.111310002649472,0,0,0.172116931636756,0,0,0,0,0,0,0.0169851066721395,0,0,0,0,0,0.0793351300780976,0,0.0448996289366282,0,0,0,0,0.128287387414596,0.037788610564667,0.018493367270239,0,0,0.0725409672906883,0,0,0.0273441350741964,-0.0153794648066366,0,0,0.107050083945709,0,0,0.0238902933226439,0,0,0.0839172017266237,0,0,0,0,0,-0.0155248940554357,0.109505135582959,0.00728742104779071,0,0,0.0207914920371695,0,0,0.191923185161774,-0.0123331724888702,-0.0322461689045325,0.00179817474709897,0,0,0,0,0.468110583199601,0,0,0.0337347809792614,0,0,0
"miR-221-3p",0,0,0,0,0.03622141285183,0,0.47911481190719,0,0,0,-0.0393131362530733,0,0.142193794159665,-0.0261154940090865,-0.00908319498247569,-0.0479781469993958,0,0,0,-0.00903797891919036,0,-0.000689309017901968,0,0,0,0,0.0227963604072023,0,0,0,0,-0.0104565920380678,0,0,-0.0295353985148201,-0.03572944149153,0,0,0,0,0.0595045108814567,-0.00956203909859604,0,-0.0141210537830918,0,-0.0190345040604371,0,0,0,0,-0.0214941892639738,0,0,0,0,-0.0468546093357879,0,0,0,0.0357308142752351,0,0.513189405541764,0,0.018376468771316,0,0,0,0,-0.00906529150084334,0,-0.0219023712644058,-0.065253986435182,0,0,-0.209673663573616,0,0,0,0,0,-0.00676027335555537,0,-0.096144065069949,0,0,0,0,0,0,0,0,-0.101454182811555,0,0,0,0,0,0,0.0217447314166042,0.199176501374932,-0.191172485982594,0,0,0,0,0,-0.0539090444996426,0,0,0,-0.151292776154749,0,-0.0922881301398966,0.0383572895917311,0,-0.076417291926746,-0.0538798728459101,0,0,0,0,-0.235891944762619,0,0,-0.118600532811677,0,0,0.167071782530586,-0.126297087553573,0,0,0.0229625672581449,0,0,0,0.51103503601413,0,0,-0.191830049377317,0,0,0
"miR-222-3p",0,0,0,0,0.0375784030959013,0.36190390309796,0,0,0,0,-0.0333815466327681,0,0,0,-0.00669772474867767,0,0,0,-0.0209245662347432,0,0,0,0,0,0,0,0,0,0,-0.0274776339253233,0,0.0382891870198372,0,0,0,-0.0159961877803052,0,0,0,0,0.0927342689310272,-0.0235322542340074,0,0.00656568013870604,0.00815278942737083,0,0,0.372508912796676,0,0,0,0,0.0150528281398647,0,0,0,0.00223549208109856,0,0,0,0,0,0,0.0442254206551746,0,0,0,0,0.0678801282083947,-0.038170999105623,0,-0.0243330159915546,0,0,-0.0445780544089,0,0,0,0,0,0.043499818792582,0,0.00142186047852486,-0.029657785672808,0,0,0,0,0.0848236041880878,0,0.0182800704787033,0,0,0,0,0.0493455598005071,0,0,-0.00159852875023154,0.10099353487625,-0.0509772845519303,0,0,-0.0170953279848985,0,0,-0.0392187935429757,0,0,0,-0.0431971200375594,0.0149907954868371,-0.0284812244404878,0,0,0,0,0,0,0,0,-0.0764002048192936,0.0424136038723476,0,0,-0.041636007835848,0.000367562773956101,0.180580982028047,0,0,-0.0190568943245013,0.0510533646126866,0,0,0.183447778926756,0.49385679397403,0,0,-0.062591375899688,0,0,0
"miR-223-3p",-0.0921964810068543,0,0,0,0,0.448168415135212,0,-0.0110624039909561,0,-0.0421224879778488,0,0,0.0430269806863094,0,0,-0.0982411898188887,0,0,0,0,0,0,-0.118472843597407,0,0,0.0273813674845253,0.0837821763285455,0,0,-0.0630800010158598,0.00371670036498088,-0.0233883728930169,0,0,0,0,0,0,-0.131216306745721,0,0.074409840386466,0,0,0,0,0,0.152531601475468,0.408895310846225,0,0,0,0,0,0,0,-0.0586898394804289,0,0,0,0,0,0.507716415882007,0,0,0,0,0,0,0.0545506263735704,0,0,-0.0562121369159321,0,0,0,0.0986082377990437,-0.0150536003305663,0,0,0,0,0,-0.00437188635549326,-0.0997068077705036,0,0,0,0,0,0,0,0,0,0,-0.079495230950227,0,0,-0.00798610211138009,0.000268847079992591,0,-0.0310181282921064,0,0,0,0,0,-0.111372550096301,0,0.355659454291115,0,0,-0.0442418940568085,0,0,0,0,-0.10538807215899,0,0,0,0,0,0,0,0,-0.074759385377385,0,0.202480874222305,0,0,0,0,0,0,0,0.564919273468077,0,0,-0.0772278216534628,0,0,0
"miR-223-5p",0,0.210746064075024,0,0,0,0.247083778915968,0.271459007999209,0,0,0,0,0,0,0,0,0,0,0.258090070382608,0,0,0,0,0,0,0,0,0,0,0,0,0.00411077581168199,0,0,0,0.000670518925879302,0,0,-0.0370847158406857,0,0,0,0,0,0,-0.0104043259152691,0,0,0,0,0,0.0114219016620289,0,0,0,0,0,0.0678439028508594,0,0,0.0789176323054388,0,0,0,0,0,0,0,0,0.0282936388631878,0,0,0.0206313911650401,0,0,0,0,0,0,0,0,0.0728420358653409,0,0.0211278239871947,0,0,0,0,0,0,0,0,0,0,0.0164059636459482,0,0.204257482013105,0,0,-0.00272022439205102,0.0851784687149511,0.0213361438786899,0,0,0,0,0,0,0,0.20113611559935,0.0311092467948938,-0.0305064232538537,0.0386113368577261,0,0,0,0,0,0,0,0.0324047253952587,0,0,0,0,0.0442413792630075,0,0,0,0,0,-0.0593931336116423,0,0,0,0,0,0,0,0,0,0,0
"miR-320a",0,0.376965165827527,0,-0.00790066984117154,0.0878430060665884,0,0.439109111499286,0,0,0,-0.00881327063029903,0,0,0,0.0218255859576595,0.0160243312163009,-0.0394487810582636,0.409540768712479,0,0.127948063478543,0,0.0521213324477737,0,0,0,0,0,0,0,0,0.0225534826929341,0.00825911004023096,0.0596664084403542,0.006092842555193,0.025585640203203,0,0.0329560545443023,0,0,-0.0183372999629092,0,0.0560704447329771,0,0.0307625358092745,0,0.0232944214965556,0.148481731382116,0,0,0.0206644684397483,0.0275248686181759,0,0.0386105679797715,0.0783834117636059,-0.00919988080806507,0.0116801575543724,0,0,0,0,0,0,0.00245608143558158,0.088628195379022,0,0.156793678606138,0,-0.010748723890407,0.0127675163663708,-0.0420974643111086,0,0,0.0918912161669981,0,-0.00947671119833629,0,0,0,0,0,0,0,0,0.0214999788505529,0,0,0,0.0224768001718726,0.0908943178857146,-0.0942513743494189,0.0283897222781585,0.0207597508570125,0,0,0.0274638655475164,0.11198683740777,0,-0.0148402487779409,0.0503638476854145,0,-0.0115965893534971,0,0,0.0100832424521737,-0.0183194537762746,0,-0.00478020404883645,0,0.438241254875207,0,-0.0136864807671733,0.0579977041910485,0,0.0537338933228757,0,0.0162920240158193,-0.00179122518446995,-0.0375506074524476,0,0,0,0,-0.00490323977784588,0.00915007450353928,0,0,0.0222071768954346,0,0,-0.0103396343813993,0.0137467116470649,0.0496550537041344,0,0,0,0.42242708824622,0,0.0067068629140884,0,0,0,0
"miR-324-5p",0,0,0,0.0294423444670649,0,0.224158209176508,0,-0.00193922824858912,0,0,-0.0059471553867337,-0.0290238171068039,0,0,0,-0.0128883776033123,0,0,-0.0027003508834548,0,0.0390411896816103,0,0.00602274427652252,0,0,0,0,0,0,0,0.055052235994995,0,0.070935497023119,0.0182167508411731,0,-0.00920708713193959,0,0.0431976348313604,-0.0389186687569583,0,0,-0.027274290373905,0,-0.0167766151827106,0,0,0,0.390462518206541,0,0,0,0,0,0,0,0,0.0501530138774681,-0.0340973674131406,0,0,0.0158249736979967,0.312584082987506,0,0,0,0,0,-0.0906589635210249,0.0482173704466984,0.0119979227373705,0,0.0114158099353831,-0.0842444611618965,0.0153405978746566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219039614412579,0,0,0,0,-0.0644501247173782,0,0,0,0,0,0,-0.119894704075931,0,-0.0393755482553981,-0.0722578784541975,-0.0865023467733411,0,0.024806540489562,0,0,0,-0.144476880267199,0,-0.012868815438872,0,0,0,0,0.0467237149717138,0,0,0.00232866975909023,0,0,-0.0365627149264119,0,0,0,0.15955444622918,-0.108429216538746,0,0,0,0,0,0,0,0,-0.0994375706125497,0,0,0,0
"miR-375",0,-0.0170838903794371,0,0,0.0435397153121641,0.0163058362516422,-0.0252696833125814,0.0179006674473229,0,0,0,0,-0.0144757442888776,0,0,0,0,0,0,-0.0479110868738563,0,0.0131205496075898,0,0,-0.0321970060965314,0,0,0,0,0,-0.053696957626715,0,0,-0.0523771804949434,-0.0101805622097421,0,0,0,-0.062169588178687,-0.023755674743667,0,0,0,0,0,0.0333395909379818,0,-0.0477965452531207,0,0,-0.0496748562352512,0,0,0,0,0,0,0,0,-0.0184254997275025,0,-0.00259945129844724,0,0,0,0,0,0,-0.0235406030861155,0,0.0286338701208234,-0.0239991722115679,0,-0.101997897582116,0,0,0,0,0,0.0365278819704926,0,0,0,0,0,0,0.0325311072734187,0,0,0,-0.0990144101080793,-0.0212474726264336,0,0,0,-0.0177382500030888,0,0,0.0626273451350851,0,-0.0702649780972397,0,0,0,0,-0.0498492855348433,-0.0568273155081976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023236505195299,0,0,0,0,0,0,0,0,0,0,-0.0726253076750951,0,-0.0114235110338606,-0.0562498026623763,0,0,0,0,0,0
"miR-486-5p",0,0,0,0,0,0,0.145657958442581,0,0,0,-0.0373908926619656,0,0.0110370513432216,0,-0.0195918954632163,0,-0.103803159650184,0.201329566643968,0,0.0085548441199947,0,-0.019549424970985,0,-0.0369400619520075,0,0,0.0150588782590634,0,0,0,0.0426191203760751,0,0,0,0,-0.0850790779115606,0,0,-0.0494917654863504,-0.0657135630417832,-0.058108213269824,-0.048226144817858,0,0,0,0,0,0.216427054441423,0,0.0221043468248503,-0.0139195107811131,0,0,0.0482863756977496,0,-0.0525749945238807,0,0,0,0,0.0169331662358622,0.174551663895217,0,0,0,0.0648819135848178,0,-0.0732793594866341,0.0644097587466268,0,-0.0866907288717436,0,0,0,0,0.0365386514511911,0,0,-0.0573251260322584,0,0,0,0,0,0,0,0,0,0,-0.0477629590556143,0,0,0,0,0,0,0,-0.0129227442398079,0.0184714189861272,0,-0.0160035249650563,0,0,0,-0.048770410610725,0,0,0.0256842232245641,0,0,0,0,0,0,0,0,0,-0.022204860323131,0,0,0,0,0,0,-0.0147983925733781,0,-0.0531440991197799,0,-0.018506195243631,-0.0280258917280438,-0.0365301144532578,0,0,0,0.0725984026754087,0,0,-0.0226116761593223,-0.0605752769741038,0,0,0
"miR-574-3p",0,0,0,0,0,0.327442085218816,0.317414536862902,0,-0.123526594528023,0,0,0,-0.0287883236429143,0,0,0,-0.130600725413775,0.32000935724347,0,0,0,0,0,-0.0653798984173921,0,-0.038944570559515,0,0,0,0,0,0,0,0,0,0,0.0531275336749099,0,0,-0.0703202500664772,0,0,0,-0.0715627059713478,0,0,0,0,0,0,0,0,0,0,0,0,-0.0401343887530647,0,0,0.0329111391349965,0,0,0,0,0,0,0,-0.0860405218572514,0.0900998618330194,0,0,0,0,0.123906083683968,-0.111517045438012,0,0,0,0,0,0,0,0.0143873407977407,0,0,0.0317289570560475,0,0,0,-0.0369081732337674,0,-0.120489646310315,-0.0665868335195132,0,0,0,0,0,-0.0181467969858829,0,0,0,-0.0394761385146718,0,0,0,-0.132627470347471,0,0,0,0,-0.046951036718403,0,0,0,0,0,0,0,0,0,0,0,0,-0.10685095042175,0,0,0,0,0,0,0,0,0,0,0.293621519154486,0,0,0,0,0,0
"miR-885-5p",0,0,0,0,0,0,-0.0558830597733142,0,-0.0391174683193724,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209656228392065,0,0,0,0,0,0,0,0,0,0,0,-0.0107356824463278,0.00501023109867905,0,0,0,0,0,0,0,0.125596056198672,0,0,0,0,0,0.0561426445697703,0,0,0,-0.0565050594368106,0,0,0,-0.0719614872428511,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211018700047232,-0.0591727211427808,0,0,-0.00464086651472814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766560210159442,0.0736514267382725,0,0,0,0,0.00800658867482715,0,0.0145498238205229,0,0,0.011184411081418,0,0,0,0,0.00964067303804133,0,-0.0242195060364298,0,0.0177400533034708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134848960772795,0,0.00968407373082111,0,0,-0.0446267062520256,0,0,0,-0.00458735781390949,0,0,0,0,0,0,0
"let-7b-5p",-0.0527116858576173,0.225468157019768,0,0,0.0400965307347472,0.260282280413786,0,0,-0.0731194061199437,0,-0.0354520594676296,-0.0446596645533828,0.0392233114500156,-0.00161181994428566,0,-0.0400889375235756,-0.0797443327189028,0.313650714688498,-0.0485947497191828,0.0949844652337375,-0.0264427787617985,-0.0274469273148671,-0.0569959300388154,0,0,0.0233474512721774,0.0424954706709884,-0.00989987428731122,0,-0.0340867400396823,0.074450584515146,0,0,0,0,-0.032006285977666,-0.00169053631170863,0,-0.0542177156394786,0,0,-0.0303630636007386,0,0,0,0,0.157166987497723,0,-0.000895226727279706,0,0,0.0390574190906908,-0.0121199233162898,-0.0296839216456128,0,-0.018855616419458,-0.00217075750561052,0,0,0,0,0,0,0,0,0,-0.00636221007232207,-0.0687419842287758,0.118625566489938,-0.0619416724765121,0,0.0431786880784379,0.0521506891203815,0.12415119052972,-0.068799641154282,0.0865828130196253,0.0163753390347348,0,0,0,0,0,-0.0148269245487067,0,0,0.0648251742491854,0,0.0190800665937501,0.0500714362443132,0,0,0,0,0.116859906026082,-0.0178621498414273,0.031767035476514,0,-0.0453276825951594,-0.0273848367370861,0.111096830344846,-0.0685031198231071,0,-0.0223419299351682,-0.0422633989699566,0.00140487276523653,-0.0533801458377051,-0.0412247017369516,0.0291666823964844,0,0,-0.0226003136124926,0,0,0.0345697198591081,-0.0623304826330856,0.0280851002492649,-0.134906051815051,-0.00133962262855872,0,0.00512528884232131,0,-0.0414001177848645,0.0607657663377627,0,-0.0475954059099063,0,-0.0294179018576186,0.156784672286893,0,0,-0.0110923945367324,0,0.0172323423091677,0,0.119293467379593,0.412817409096846,0.0498644890652641,-0.0313454192087498,0,0,0,0
"let-7d-5p",-0.0912731983246551,0.401530797737945,0,0,0,0.424360231423837,0,0,-0.129098959841965,0,-0.0828759676407481,0,0,-0.0193155782095334,-0.0259172939143136,-0.0427631488632666,-0.142741510363829,0.610932229798462,0,-0.000511361842385239,-0.060026244187978,-0.0392574888770219,-0.119559144316608,0,0,0,0.0234447392878274,0,0,-0.044415036371898,0.0837125007035515,0,0,0,-0.0106534003160148,0,0.0891733200028027,0,0,-0.0745266985793064,0.00163807387496963,-0.0513064093887407,0,0,0,0,0,0.402016636076475,0,-0.0439476893995033,0,0.0391933112498233,0,0.0437018753594977,0,0,-0.0231940347067117,0,0,0,0,0,0,0.0484526499525703,0,0,-0.0392059236979492,-0.159995854193922,0.0416939348519074,-0.1438856351519,0,-0.0275103233316906,0,0,0,0.030416591735569,0,0,0,0,0,0,-0.0836977501451719,-0.110516190608239,0,0.0155632461936146,0,0.0123182434686394,0.0224272493400343,0,0,0,0,0,-0.0890157417080446,0,0,-0.0689570622113246,-0.0203526412814339,0,-0.124909567888947,-0.0196167325831529,-0.0638027715125466,-0.0665127680771852,0,-0.0666457202788947,-0.0933081782202411,-0.0761280504964671,0,0.0291517433663671,-0.244789600341549,-0.0572440410901548,0,-0.000273800607002611,0,0,-0.105110255104352,0,0,0,0.022694427322784,0,0,0,-0.129847984822506,0,-0.0592247102397292,0.159094648245884,0,0,-0.130021212936562,0,0,0,0,0.486618449935273,-0.0426990570350348,-0.0931702134815573,-0.168670129741766,0,0,0
