"SUID","interaction","MI","name","pvalue","selected","shared interaction","shared name"
"2414","interacts with","0.47889928620027755","miR-30b-5p (interacts with) miR-99b-5p","8.407341231198018E-6","true","interacts with","miR-30b-5p (interacts with) miR-99b-5p"
"2415","interacts with","0.45282665128790495","miR-99b-5p (interacts with) miR-19b-3p","0.019120768117974585","true","interacts with","miR-99b-5p (interacts with) miR-19b-3p"
"2416","interacts with","0.6995623821523459","let-7b-5p (interacts with) miR-222-3p","2.774374250336109E-7","true","interacts with","let-7b-5p (interacts with) miR-222-3p"
"2417","interacts with","0.13574383132327741","miR-122-5p (interacts with) RNASE3","2.1401936991427561E-4","true","interacts with","miR-122-5p (interacts with) RNASE3"
"2418","interacts with","0.16647620355377685","miR-150-5p (interacts with) miR-122-5p","0.004503347265718105","true","interacts with","miR-150-5p (interacts with) miR-122-5p"
"2419","interacts with","0.17922408448820287","miR-122-5p (interacts with) miR-92a-3p","0.004503347265718105","true","interacts with","miR-122-5p (interacts with) miR-92a-3p"
"2420","interacts with","0.15512713239281345","miR-324-5p (interacts with) GDNF","1.8852919225764708E-10","true","interacts with","miR-324-5p (interacts with) GDNF"
"2421","interacts with","0.24694162952918786","miR-21-5p (interacts with) RNY5-5p","0.019120768117974585","true","interacts with","miR-21-5p (interacts with) RNY5-5p"
"2422","interacts with","0.14476301493641827","miR-192-5p (interacts with) CCL23","0.0010065161030077263","true","interacts with","miR-192-5p (interacts with) CCL23"
"2423","interacts with","0.4856140020716451","miR-223-5p (interacts with) miR-92a-3p","7.114309141798003E-13","true","interacts with","miR-223-5p (interacts with) miR-92a-3p"
"2424","interacts with","0.4019906500258281","let-7d-5p (interacts with) CD40LG","0.019120768117974585","true","interacts with","let-7d-5p (interacts with) CD40LG"
"2425","interacts with","0.143150301080628","miR-122-5p (interacts with) TNFRSF1A","4.741615899916951E-8","true","interacts with","miR-122-5p (interacts with) TNFRSF1A"
"2426","interacts with","0.17206549439903","miR-30b-5p (interacts with) CD40","4.741615899916951E-8","true","interacts with","miR-30b-5p (interacts with) CD40"
"2427","interacts with","0.13830933719863922","miR-28-5p (interacts with) TGFA","0.0","true","interacts with","miR-28-5p (interacts with) TGFA"
"2428","interacts with","0.8084677090967779","miR-222-3p (interacts with) miR-19b-3p","0.0","true","interacts with","miR-222-3p (interacts with) miR-19b-3p"
"2429","interacts with","0.732533544958855","let-7b-5p (interacts with) miR-19b-3p","1.2350440670161333E-9","true","interacts with","let-7b-5p (interacts with) miR-19b-3p"
"2430","interacts with","0.702580801812765","miR-93-5p (interacts with) miR-320a","0.0","true","interacts with","miR-93-5p (interacts with) miR-320a"
"2431","interacts with","0.7056383009336317","miR-320a (interacts with) miR-126-3p","4.741615899916951E-8","true","interacts with","miR-320a (interacts with) miR-126-3p"
"2432","interacts with","0.35752496343544965","miR-324-5p (interacts with) miR-130a-3p","4.741615899916951E-8","true","interacts with","miR-324-5p (interacts with) miR-130a-3p"
"2433","interacts with","0.1943026002439729","miR-192-5p (interacts with) miR-375","0.0","true","interacts with","miR-192-5p (interacts with) miR-375"
"2434","interacts with","0.14635170574450307","miR-145-5p (interacts with) CCL23","0.019120768117974585","true","interacts with","miR-145-5p (interacts with) CCL23"
"2435","interacts with","0.5128042351297712","miR-222-3p (interacts with) miR-29a-3p","0.0010065161030077263","true","interacts with","miR-222-3p (interacts with) miR-29a-3p"
"2436","interacts with","0.1236765882489364","miR-27b-3p (interacts with) FGF19","0.0010065161030077263","true","interacts with","miR-27b-3p (interacts with) FGF19"
"2437","interacts with","0.591783236004018","miR-126-3p (interacts with) let-7d-5p","0.0010065161030077263","true","interacts with","miR-126-3p (interacts with) let-7d-5p"
"2438","interacts with","0.13164912819923683","miR-122-5p (interacts with) SPON1","0.004503347265718105","true","interacts with","miR-122-5p (interacts with) SPON1"
"2439","interacts with","0.19246555536472723","miR-27b-3p (interacts with) miR-28-5p","0.0","true","interacts with","miR-27b-3p (interacts with) miR-28-5p"
"2440","interacts with","0.15626717535145476","miR-122-5p (interacts with) PLAT","8.407341231198018E-6","true","interacts with","miR-122-5p (interacts with) PLAT"
"2441","interacts with","0.14367272390727756","miR-150-5p (interacts with) CD244","0.0010065161030077263","true","interacts with","miR-150-5p (interacts with) CD244"
"2442","interacts with","0.7515821359385522","miR-20b-5p (interacts with) let-7b-5p","0.0","true","interacts with","miR-20b-5p (interacts with) let-7b-5p"
"2443","interacts with","0.1452544643178843","miR-223-3p (interacts with) IL12B","0.019120768117974585","true","interacts with","miR-223-3p (interacts with) IL12B"
"2444","interacts with","0.5946078571521584","miR-16-5p (interacts with) miR-486-5p","0.0","true","interacts with","miR-16-5p (interacts with) miR-486-5p"
"2445","interacts with","0.5049199324098637","miR-24-3p (interacts with) miR-126-5p","0.004503347265718105","true","interacts with","miR-24-3p (interacts with) miR-126-5p"
"2446","interacts with","0.15898261973919325","miR-29a-3p (interacts with) FGF23","8.407341231198018E-6","true","interacts with","miR-29a-3p (interacts with) FGF23"
"2447","interacts with","0.7534909330252717","let-7b-5p (interacts with) miR-20b-5p","0.0","true","interacts with","let-7b-5p (interacts with) miR-20b-5p"
"2448","interacts with","0.9881033672163771","miR-24-3p (interacts with) miR-126-3p","0.0","true","interacts with","miR-24-3p (interacts with) miR-126-3p"
"2449","interacts with","0.4891703613820466","miR-126-5p (interacts with) miR-126-3p","0.0","true","interacts with","miR-126-5p (interacts with) miR-126-3p"
"2450","interacts with","0.8645723540169671","miR-93-5p (interacts with) miR-223-3p","0.0","true","interacts with","miR-93-5p (interacts with) miR-223-3p"
"2451","interacts with","0.4312143274558714","miR-221-3p (interacts with) SRC","4.339388370233621E-5","true","interacts with","miR-221-3p (interacts with) SRC"
"2452","interacts with","0.47149486905263494","miR-486-5p (interacts with) miR-320a","2.7745805653012212E-11","true","interacts with","miR-486-5p (interacts with) miR-320a"
"2453","interacts with","0.1417679898963601","miR-486-5p (interacts with) REN","8.407341231198018E-6","true","interacts with","miR-486-5p (interacts with) REN"
"2454","interacts with","0.5065357302924999","miR-29a-3p (interacts with) miR-126-3p","0.0010065161030077263","true","interacts with","miR-29a-3p (interacts with) miR-126-3p"
"2455","interacts with","0.4335511400661677","let-7d-5p (interacts with) PDGFB","4.339388370233621E-5","true","interacts with","let-7d-5p (interacts with) PDGFB"
"2456","interacts with","0.6911663554971652","miR-126-3p (interacts with) miR-320a","4.268585485078802E-12","true","interacts with","miR-126-3p (interacts with) miR-320a"
"2457","interacts with","0.6927467523795385","miR-320a (interacts with) miR-24-3p","7.114309141798003E-13","true","interacts with","miR-320a (interacts with) miR-24-3p"
"2458","interacts with","0.3488387662586709","miR-126-3p (interacts with) miR-150-5p","0.0","true","interacts with","miR-126-3p (interacts with) miR-150-5p"
"2459","interacts with","0.15684383503633775","miR-122-5p (interacts with) CXCL1","1.8852919225764708E-10","true","interacts with","miR-122-5p (interacts with) CXCL1"
"2460","interacts with","0.8203038818250059","miR-26a-5p (interacts with) miR-19b-3p","0.0","true","interacts with","miR-26a-5p (interacts with) miR-19b-3p"
"2461","interacts with","0.5888848529352381","let-7d-5p (interacts with) miR-126-3p","0.0010065161030077263","true","interacts with","let-7d-5p (interacts with) miR-126-3p"
"2462","interacts with","0.5438664294411365","let-7d-5p (interacts with) RNY4-5p","0.019120768117974585","true","interacts with","let-7d-5p (interacts with) RNY4-5p"
"2463","interacts with","0.514914621203279","miR-140-5p (interacts with) miR-29a-3p","0.0","true","interacts with","miR-140-5p (interacts with) miR-29a-3p"
"2464","interacts with","0.14082686024289418","miR-130a-3p (interacts with) CXCL6","0.0010065161030077263","true","interacts with","miR-130a-3p (interacts with) CXCL6"
"2465","interacts with","0.5119739060744795","miR-223-3p (interacts with) miR-223-5p","0.0","true","interacts with","miR-223-3p (interacts with) miR-223-5p"
"2466","interacts with","0.6570630008501483","miR-221-3p (interacts with) miR-24-3p","1.8852919225764708E-10","true","interacts with","miR-221-3p (interacts with) miR-24-3p"
"2468","interacts with","0.601714052862988","miR-223-3p (interacts with) miR-197-3p","0.0","true","interacts with","miR-223-3p (interacts with) miR-197-3p"
"2469","interacts with","0.6375756773125638","miR-24-3p (interacts with) let-7d-5p","4.268585485078802E-12","true","interacts with","miR-24-3p (interacts with) let-7d-5p"
"2470","interacts with","0.4834548546659298","miR-223-5p (interacts with) miR-191-5p","7.114309141798003E-13","true","interacts with","miR-223-5p (interacts with) miR-191-5p"
"2471","interacts with","0.14578497611271804","miR-122-5p (interacts with) NT-pro-BNP","0.0","true","interacts with","miR-122-5p (interacts with) NT-pro-BNP"
"2472","interacts with","0.1536723147160886","miR-324-5p (interacts with) NGF","4.268585485078802E-12","true","interacts with","miR-324-5p (interacts with) NGF"
"2473","interacts with","0.7105896752594836","miR-320a (interacts with) miR-223-3p","2.1401936991427561E-4","true","interacts with","miR-320a (interacts with) miR-223-3p"
"2474","interacts with","0.1483243303594629","miR-143-3p (interacts with) CCL28","4.741615899916951E-8","true","interacts with","miR-143-3p (interacts with) CCL28"
"2475","interacts with","0.13153297004963108","miR-885-5p (interacts with) NT-pro-BNP","0.004503347265718105","true","interacts with","miR-885-5p (interacts with) NT-pro-BNP"
"2476","interacts with","0.15915471253270302","miR-375 (interacts with) miR-885-5p","0.019120768117974585","true","interacts with","miR-375 (interacts with) miR-885-5p"
"2477","interacts with","0.35447893120866486","miR-130a-3p (interacts with) miR-324-5p","4.741615899916951E-8","true","interacts with","miR-130a-3p (interacts with) miR-324-5p"
"2478","interacts with","0.6114618700611263","miR-223-3p (interacts with) let-7d-5p","4.741615899916951E-8","true","interacts with","miR-223-3p (interacts with) let-7d-5p"
"2479","interacts with","0.5623961327235585","miR-320a (interacts with) miR-92a-3p","0.019120768117974585","true","interacts with","miR-320a (interacts with) miR-92a-3p"
"2480","interacts with","0.7338465955212535","miR-19b-3p (interacts with) let-7b-5p","1.8852919225764708E-10","true","interacts with","miR-19b-3p (interacts with) let-7b-5p"
"2481","interacts with","0.16066908303051392","miR-885-5p (interacts with) miR-375","0.019120768117974585","true","interacts with","miR-885-5p (interacts with) miR-375"
"2482","interacts with","0.2816892439597582","miR-30b-5p (interacts with) CXCL5","2.774374250336109E-7","true","interacts with","miR-30b-5p (interacts with) CXCL5"
"2483","interacts with","0.6748956019397545","miR-24-3p (interacts with) miR-320a","2.7745805653012212E-11","true","interacts with","miR-24-3p (interacts with) miR-320a"
"2484","interacts with","0.9439284994343454","miR-26a-5p (interacts with) miR-30b-5p","0.0","true","interacts with","miR-26a-5p (interacts with) miR-30b-5p"
"2485","interacts with","0.6054431422016825","miR-197-3p (interacts with) miR-223-3p","0.0","true","interacts with","miR-197-3p (interacts with) miR-223-3p"
"2486","interacts with","0.5087404591456403","miR-320a (interacts with) RNY4-3p","1.2350440670161333E-9","true","interacts with","miR-320a (interacts with) RNY4-3p"
"2487","interacts with","0.7336488796726082","miR-19b-3p (interacts with) miR-221-3p","2.1401936991427561E-4","true","interacts with","miR-19b-3p (interacts with) miR-221-3p"
"2488","interacts with","0.5907208474105088","miR-197-3p (interacts with) miR-24-3p","0.0","true","interacts with","miR-197-3p (interacts with) miR-24-3p"
"2489","interacts with","0.7825879339576929","miR-30b-5p (interacts with) miR-222-3p","0.0","true","interacts with","miR-30b-5p (interacts with) miR-222-3p"
"2490","interacts with","0.6843800670740336","miR-26a-5p (interacts with) miR-223-3p","4.339388370233621E-5","true","interacts with","miR-26a-5p (interacts with) miR-223-3p"
"2491","interacts with","0.8319279066440392","miR-30b-5p (interacts with) miR-19b-3p","0.0","true","interacts with","miR-30b-5p (interacts with) miR-19b-3p"
"2492","interacts with","0.14683490100156013","miR-30b-5p (interacts with) IL10RB","0.004503347265718105","true","interacts with","miR-30b-5p (interacts with) IL10RB"
"2493","interacts with","0.6166176897078405","miR-145-5p (interacts with) miR-30b-5p","7.114309141798003E-13","true","interacts with","miR-145-5p (interacts with) miR-30b-5p"
"2494","interacts with","0.48841491731037395","let-7d-5p (interacts with) SRC","0.0","true","interacts with","let-7d-5p (interacts with) SRC"
"2495","interacts with","0.47724448556389903","miR-122-5p (interacts with) miR-885-5p","0.0","true","interacts with","miR-122-5p (interacts with) miR-885-5p"
"2496","interacts with","0.1566921687285335","miR-375 (interacts with) miR-28-5p","2.1401936991427561E-4","true","interacts with","miR-375 (interacts with) miR-28-5p"
"2497","interacts with","0.1825457093797746","miR-16-5p (interacts with) ESM1","0.019120768117974585","true","interacts with","miR-16-5p (interacts with) ESM1"
"2498","interacts with","1.0685411596900538","miR-24-3p (interacts with) miR-223-3p","0.0","true","interacts with","miR-24-3p (interacts with) miR-223-3p"
"2499","interacts with","0.15294750763699697","miR-27b-3p (interacts with) HBEGF","0.0","true","interacts with","miR-27b-3p (interacts with) HBEGF"
"2500","interacts with","0.1470076602552684","miR-375 (interacts with) CSF1","7.114309141798003E-13","true","interacts with","miR-375 (interacts with) CSF1"
"2501","interacts with","0.6209720277118203","miR-26a-5p (interacts with) miR-145-5p","1.2350440670161333E-9","true","interacts with","miR-26a-5p (interacts with) miR-145-5p"
"2502","interacts with","0.5574142944646973","miR-93-5p (interacts with) miR-92a-3p","0.0","true","interacts with","miR-93-5p (interacts with) miR-92a-3p"
"2503","interacts with","0.5076143888323439","miR-126-3p (interacts with) miR-29a-3p","0.004503347265718105","true","interacts with","miR-126-3p (interacts with) miR-29a-3p"
"2504","interacts with","0.14417049884626504","miR-885-5p (interacts with) CCL8","4.339388370233621E-5","true","interacts with","miR-885-5p (interacts with) CCL8"
"2505","interacts with","0.1438940542915852","miR-885-5p (interacts with) CCL7","0.019120768117974585","true","interacts with","miR-885-5p (interacts with) CCL7"
"2506","interacts with","0.7181233027241682","miR-191-5p (interacts with) RNY4-3p","0.0","true","interacts with","miR-191-5p (interacts with) RNY4-3p"
"2507","interacts with","0.7123582437023003","miR-16-5p (interacts with) miR-19b-3p","0.0","true","interacts with","miR-16-5p (interacts with) miR-19b-3p"
"2508","interacts with","0.7087537926955725","miR-19b-3p (interacts with) miR-93-5p","0.0","true","interacts with","miR-19b-3p (interacts with) miR-93-5p"
"2509","interacts with","0.13901618124182596","miR-28-5p (interacts with) CCL3","4.339388370233621E-5","true","interacts with","miR-28-5p (interacts with) CCL3"
"2510","interacts with","0.7908368999377554","miR-191-5p (interacts with) RNY4-5p","0.0","true","interacts with","miR-191-5p (interacts with) RNY4-5p"
"2511","interacts with","0.40768038191534095","miR-93-5p (interacts with) STAMBP","0.0","true","interacts with","miR-93-5p (interacts with) STAMBP"
"2512","interacts with","0.7133332968894266","miR-19b-3p (interacts with) miR-16-5p","0.0","true","interacts with","miR-19b-3p (interacts with) miR-16-5p"
"2513","interacts with","0.41006821945805794","miR-221-3p (interacts with) CD40LG","1.8852919225764708E-10","true","interacts with","miR-221-3p (interacts with) CD40LG"
"2514","interacts with","0.1583202758377394","miR-26a-5p (interacts with) PLAT","4.339388370233621E-5","true","interacts with","miR-26a-5p (interacts with) PLAT"
"2515","interacts with","0.7929562668056884","miR-30b-5p (interacts with) miR-20b-5p","0.019120768117974585","true","interacts with","miR-30b-5p (interacts with) miR-20b-5p"
"2516","interacts with","0.3341454668289765","miR-30b-5p (interacts with) miR-324-5p","0.0","true","interacts with","miR-30b-5p (interacts with) miR-324-5p"
"2517","interacts with","0.686203179295115","miR-24-3p (interacts with) miR-191-5p","0.0","true","interacts with","miR-24-3p (interacts with) miR-191-5p"
"2518","interacts with","0.13909881954274264","miR-143-3p (interacts with) HGF","4.339388370233621E-5","true","interacts with","miR-143-3p (interacts with) HGF"
"2519","interacts with","0.5140550225497735","miR-223-5p (interacts with) miR-223-3p","0.0","true","interacts with","miR-223-5p (interacts with) miR-223-3p"
"2520","interacts with","0.6207058113472297","miR-145-5p (interacts with) miR-26a-5p","7.796571388496432E-9","true","interacts with","miR-145-5p (interacts with) miR-26a-5p"
"2521","interacts with","0.683295760017886","miR-223-3p (interacts with) miR-191-5p","0.0","true","interacts with","miR-223-3p (interacts with) miR-191-5p"
"2522","interacts with","0.12427674098389954","miR-27b-3p (interacts with) AGRP","0.004503347265718105","true","interacts with","miR-27b-3p (interacts with) AGRP"
"2523","interacts with","0.5216755294173921","miR-93-5p (interacts with) miR-486-5p","0.0","true","interacts with","miR-93-5p (interacts with) miR-486-5p"
"2524","interacts with","0.13437110687083126","miR-122-5p (interacts with) HGF","4.339388370233621E-5","true","interacts with","miR-122-5p (interacts with) HGF"
"2525","interacts with","0.9428280997918955","miR-30b-5p (interacts with) miR-26a-5p","0.0","true","interacts with","miR-30b-5p (interacts with) miR-26a-5p"
"2526","interacts with","0.6824053743979681","miR-223-3p (interacts with) miR-26a-5p","4.339388370233621E-5","true","interacts with","miR-223-3p (interacts with) miR-26a-5p"
"2527","interacts with","0.7712305264856448","miR-19b-3p (interacts with) miR-140-5p","0.0","true","interacts with","miR-19b-3p (interacts with) miR-140-5p"
"2528","interacts with","1.026439102661937","miR-223-3p (interacts with) miR-126-3p","0.0","true","interacts with","miR-223-3p (interacts with) miR-126-3p"
"2529","interacts with","0.1589782998458557","let-7b-5p (interacts with) IL27","4.339388370233621E-5","true","interacts with","let-7b-5p (interacts with) IL27"
"2530","interacts with","0.44021434891918076","miR-221-3p (interacts with) AXIN1","0.0","true","interacts with","miR-221-3p (interacts with) AXIN1"
"2531","interacts with","0.46724316612810174","miR-92a-3p (interacts with) miR-486-5p","2.774374250336109E-7","true","interacts with","miR-92a-3p (interacts with) miR-486-5p"
"2532","interacts with","0.15886821123154451","miR-192-5p (interacts with) CD40","0.0","true","interacts with","miR-192-5p (interacts with) CD40"
"2533","interacts with","0.4792273287774485","miR-24-3p (interacts with) SRC","2.1401936991427561E-4","true","interacts with","miR-24-3p (interacts with) SRC"
"2534","interacts with","0.21019659617838102","miR-192-5p (interacts with) miR-885-5p","7.114309141798003E-13","true","interacts with","miR-192-5p (interacts with) miR-885-5p"
"2535","interacts with","0.15253453602872463","miR-885-5p (interacts with) FABP4","4.339388370233621E-5","true","interacts with","miR-885-5p (interacts with) FABP4"
"2536","interacts with","0.6524416335871341","miR-21-5p (interacts with) miR-126-3p","0.0","true","interacts with","miR-21-5p (interacts with) miR-126-3p"
"2537","interacts with","0.8640322791203229","miR-223-3p (interacts with) miR-93-5p","0.0","true","interacts with","miR-223-3p (interacts with) miR-93-5p"
"2538","interacts with","0.2593136730495089","miR-574-3p (interacts with) miR-192-5p","1.8852919225764708E-10","true","interacts with","miR-574-3p (interacts with) miR-192-5p"
"2539","interacts with","0.4784945935095225","miR-92a-3p (interacts with) miR-223-5p","0.0","true","interacts with","miR-92a-3p (interacts with) miR-223-5p"
"2540","interacts with","0.15149517684472524","miR-28-5p (interacts with) DNER","0.004503347265718105","true","interacts with","miR-28-5p (interacts with) DNER"
"2541","interacts with","0.5778253527272004","let-7d-5p (interacts with) miR-26a-5p","0.019120768117974585","true","interacts with","let-7d-5p (interacts with) miR-26a-5p"
"2542","interacts with","0.5927015666146099","miR-24-3p (interacts with) miR-197-3p","0.0","true","interacts with","miR-24-3p (interacts with) miR-197-3p"
"2543","interacts with","0.13236415321835318","miR-122-5p (interacts with) F3","1.2350440670161333E-9","true","interacts with","miR-122-5p (interacts with) F3"
"2544","interacts with","0.14296444236418748","miR-223-5p (interacts with) IL6R","1.559482886825947E-6","true","interacts with","miR-223-5p (interacts with) IL6R"
"2545","interacts with","0.14933851014703123","miR-221-3p (interacts with) CCL4","0.004503347265718105","true","interacts with","miR-221-3p (interacts with) CCL4"
"2546","interacts with","0.23242349681514948","miR-192-5p (interacts with) miR-122-5p","0.0","true","interacts with","miR-192-5p (interacts with) miR-122-5p"
"2547","interacts with","0.7767001876019688","miR-222-3p (interacts with) miR-30b-5p","0.0","true","interacts with","miR-222-3p (interacts with) miR-30b-5p"
"2548","interacts with","0.5900084987700978","let-7d-5p (interacts with) miR-30b-5p","4.741615899916951E-8","true","interacts with","let-7d-5p (interacts with) miR-30b-5p"
"2549","interacts with","0.5036616615082279","miR-29a-3p (interacts with) miR-222-3p","4.339388370233621E-5","true","interacts with","miR-29a-3p (interacts with) miR-222-3p"
"2550","interacts with","0.14572605718023265","miR-192-5p (interacts with) CCL4","4.741615899916951E-8","true","interacts with","miR-192-5p (interacts with) CCL4"
"2551","interacts with","0.14790661987419787","miR-192-5p (interacts with) CCL3","1.8852919225764708E-10","true","interacts with","miR-192-5p (interacts with) CCL3"
"2552","interacts with","0.2729234098162118","miR-92a-3p (interacts with) RNY5-5p","2.774374250336109E-7","true","interacts with","miR-92a-3p (interacts with) RNY5-5p"
"2553","interacts with","0.7226862559140448","miR-223-3p (interacts with) miR-320a","8.407341231198018E-6","true","interacts with","miR-223-3p (interacts with) miR-320a"
"2554","interacts with","0.6537488932498001","miR-130a-3p (interacts with) miR-221-3p","0.004503347265718105","true","interacts with","miR-130a-3p (interacts with) miR-221-3p"
"2555","interacts with","0.3335924015289698","miR-324-5p (interacts with) miR-30b-5p","0.0","true","interacts with","miR-324-5p (interacts with) miR-30b-5p"
"2556","interacts with","0.5655358067396232","miR-92a-3p (interacts with) miR-191-5p","0.0","true","interacts with","miR-92a-3p (interacts with) miR-191-5p"
"2557","interacts with","0.8525191186921679","miR-24-3p (interacts with) miR-93-5p","4.268585485078802E-12","true","interacts with","miR-24-3p (interacts with) miR-93-5p"
"2558","interacts with","0.1686644616356211","miR-28-5p (interacts with) miR-375","0.019120768117974585","true","interacts with","miR-28-5p (interacts with) miR-375"
